ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Variant_Of
Zacatepec-161_live-1,61051553309-842-0,Zacatepec,161_live,►,►,,,,,false,,,
Zacatepec-162_die-1,61051553309-843-0,Zacatepec,162_die,►,►,,,,,false,,,
Zacatepec-163_kill-1,61051553309-844-0,Zacatepec,163_kill,►,►,,,,,false,,,
Zacatepec-164_see-1,61051553309-851-0,Zacatepec,164_see,►,►,,,,,false,,,
Zacatepec-165_hear-1,61051553309-852-0,Zacatepec,165_hear,►,►,,,,,false,,,
Zacatepec-166_sniffsmell-1,61051553309-854-0,Zacatepec,166_sniffsmell,►,►,,,,,false,,,
Zacatepec-167_know-1,61051553309-855-0,Zacatepec,167_know,►,►,,,,,false,,,
Zacatepec-168_think-1,61051553309-856-0,Zacatepec,168_think,►,►,,,,,false,,,
Zacatepec-169_laugh-1,61051553309-858-0,Zacatepec,169_laugh,►,►,,,,,false,,,
Zacatepec-170_cry-1,61051553309-859-0,Zacatepec,170_cry,►,►,,,,,false,,,
Zacatepec-171_blow-1,61051553309-867-0,Zacatepec,171_blow,►,►,,,,,false,,,
Zacatepec-172_burn-1,61051553309-868-0,Zacatepec,172_burn,►,►,,,,,false,,,
Zacatepec-174_sew-1,61051553309-874-0,Zacatepec,174_sew,►,►,,,,,false,,,
Zacatepec-175_pound-1,61051553309-880-0,Zacatepec,175_pound,►,►,,,,,false,,,
Zacatepec-176_hit-1,61051553309-881-0,Zacatepec,176_hit,►,►,,,,,false,,,
Zacatepec-177_cut-1,61051553309-887-0,Zacatepec,177_cut,►,►,,,,,false,,,
Zacatepec-178_split-1,61051553309-888-0,Zacatepec,178_split,►,►,,,,,false,,,
Zacatepec-179_dig-1,61051553309-889-0,Zacatepec,179_dig,►,►,,,,,false,,,
Zacatepec-180_hunt-1,61051553309-892-0,Zacatepec,180_hunt,►,►,,,,,false,,,
Zacatepec-181_hold-1,61051553309-893-0,Zacatepec,181_hold,►,►,,,,,false,,,
Zacatepec-182_fear-1,61051553309-895-0,Zacatepec,182_fear,►,►,,,,,false,,,
Zacatepec-183_count-1,61051553309-896-0,Zacatepec,183_count,►,►,,,,,false,,,
Zacatepec-184_breathe-1,61051553309-897-0,Zacatepec,184_breathe,►,►,,,,,false,,,
Zacatepec-185_vomit-1,61051553309-900-0,Zacatepec,185_vomit,►,►,,,,,false,,,
Zacatepec-186_tieup-1,61051553309-901-0,Zacatepec,186_tieup,►,►,,,,,false,,,
Zacatepec-187_squeeze-1,61051553309-902-0,Zacatepec,187_squeeze,►,►,,,,,false,,,
Zacatepec-188_swell-1,61051553309-903-0,Zacatepec,188_swell,►,►,,,,,false,,,
Zacatepec-189_say-1,61051553309-904-0,Zacatepec,189_say,►,►,,,,,false,,,
Zacatepec-190_scratch-1,61051553309-905-0,Zacatepec,190_scratch,►,►,,,,,false,,,
Zacatepec-191_stab-1,61051553309-906-0,Zacatepec,191_stab,►,►,,,,,false,,,
Zacatepec-192_buy-1,61051553309-912-0,Zacatepec,192_buy,►,►,,,,,false,,,
Zacatepec-193_steal-1,61051553309-913-0,Zacatepec,193_steal,►,►,,,,,false,,,
Zacatepec-194_choose-1,61051553309-915-0,Zacatepec,194_choose,►,►,,,,,false,,,
Zacatepec-195_plant-1,61051553309-918-0,Zacatepec,195_plant,►,►,,,,,false,,,
Zacatepec-196_cook-1,61051553309-922-0,Zacatepec,196_cook,►,►,,,,,false,,,
Zacatepec-197_shoot-1,61051553309-940-0,Zacatepec,197_shoot,►,►,,,,,false,,,
Zacatepec-198_work-1,61051553309-950-0,Zacatepec,198_work,►,►,,,,,false,,,
Zacatepec-199_open-1,61051553309-962-0,Zacatepec,199_open,►,►,,,,,false,,,
Puxmetacan-1_one-1,61051556709-1-0,Puxmetacan,1_one,►,►,,,,,false,,,
Puxmetacan-2_two-1,61051556709-2-0,Puxmetacan,2_two,►,►,,,,,false,,,
Puxmetacan-3_three-1,61051556709-3-0,Puxmetacan,3_three,►,►,,,,,false,,,
Puxmetacan-4_four-1,61051556709-4-0,Puxmetacan,4_four,►,►,,,,,false,,,
Puxmetacan-5_year-1,61051556709-51-0,Puxmetacan,5_year,►,►,,,,,false,,,
Puxmetacan-6_right-1,61051556709-81-0,Puxmetacan,6_right,►,►,,,,,false,,,
Puxmetacan-7_left-1,61051556709-82-0,Puxmetacan,7_left,►,►,,,,,false,,,
Puxmetacan-8_i-1,61051556709-101-0,Puxmetacan,8_i,►,►,,,,,false,,,
Puxmetacan-9_weallexcl-1,61051556709-102-0,Puxmetacan,9_weallexcl,►,►,,,,,false,,,
Puxmetacan-10_weallincl-1,61051556709-102-3,Puxmetacan,10_weallincl,►,►,,,,,false,,,
Puxmetacan-11_yousg-1,61051556709-104-0,Puxmetacan,11_yousg,►,►,,,,,false,,,
Puxmetacan-12_heshe-1,61051556709-106-0,Puxmetacan,12_heshe,►,►,,,,,false,,,
Puxmetacan-13_theyall-1,61051556709-107-0,Puxmetacan,13_theyall,►,►,,,,,false,,,
Puxmetacan-14_nonot-1,61051556709-112-0,Puxmetacan,14_nonot,►,►,,,,,false,,,
Puxmetacan-15_what-1,61051556709-121-0,Puxmetacan,15_what,►,►,,,,,false,,,
Puxmetacan-16_who-1,61051556709-122-0,Puxmetacan,16_who,►,►,,,,,false,,,
Puxmetacan-17_where-1,61051556709-123-0,Puxmetacan,17_where,►,►,,,,,false,,,
Puxmetacan-18_when-1,61051556709-124-0,Puxmetacan,18_when,►,►,,,,,false,,,
Puxmetacan-19_how-1,61051556709-125-0,Puxmetacan,19_how,►,►,,,,,false,,,
Puxmetacan-20_this-1,61051556709-131-0,Puxmetacan,20_this,►,►,,,,,false,,,
Puxmetacan-21_that-1,61051556709-132-0,Puxmetacan,21_that,►,►,,,,,false,,,
Puxmetacan-22_and-1,61051556709-134-0,Puxmetacan,22_and,►,►,,,,,false,,,
Puxmetacan-23_above-1,61051556709-138-0,Puxmetacan,23_above,►,►,,,,,false,,,
Puxmetacan-24_below-1,61051556709-139-0,Puxmetacan,24_below,►,►,,,,,false,,,
Puxmetacan-25_ininside-1,61051556709-141-0,Puxmetacan,25_ininside,►,►,,,,,false,,,
Puxmetacan-27_head-1,61051556709-201-0,Puxmetacan,27_head,►,►,,,,,false,,,
Puxmetacan-28_hair-1,61051556709-205-0,Puxmetacan,28_hair,►,►,,,,,false,,,
Puxmetacan-29_eye-1,61051556709-211-0,Puxmetacan,29_eye,►,►,,,,,false,,,
Puxmetacan-30_nose-1,61051556709-212-0,Puxmetacan,30_nose,►,►,,,,,false,,,
Puxmetacan-31_ear-1,61051556709-213-0,Puxmetacan,31_ear,►,►,,,,,false,,,
Puxmetacan-32_mouth-1,61051556709-221-0,Puxmetacan,32_mouth,►,►,,,,,false,,,
Puxmetacan-33_tongue-1,61051556709-223-0,Puxmetacan,33_tongue,►,►,,,,,false,,,
Puxmetacan-34_tooth-1,61051556709-224-0,Puxmetacan,34_tooth,►,►,,,,,false,,,
Puxmetacan-35_hand-1,61051556709-231-0,Puxmetacan,35_hand,►,►,,,,,false,,,
Puxmetacan-36_shoulder-1,61051556709-233-0,Puxmetacan,36_shoulder,►,►,,,,,false,,,
Puxmetacan-37_neck-1,61051556709-241-0,Puxmetacan,37_neck,►,►,,,,,false,,,
Puxmetacan-38_back-1,61051556709-242-0,Puxmetacan,38_back,►,►,,,,,false,,,
Puxmetacan-39_leg-1,61051556709-252-0,Puxmetacan,39_leg,►,►,,,,,false,,,
Puxmetacan-40_blood-1,61051556709-261-0,Puxmetacan,40_blood,►,►,,,,,false,,,
Puxmetacan-41_bone-1,61051556709-262-0,Puxmetacan,41_bone,►,►,,,,,false,,,
Puxmetacan-42_skin-1,61051556709-263-0,Puxmetacan,42_skin,►,►,,,,,false,,,
Puxmetacan-43_belly-1,61051556709-271-0,Puxmetacan,43_belly,►,►,,,,,false,,,
Puxmetacan-44_intestines-1,61051556709-272-0,Puxmetacan,44_intestines,►,►,,,,,false,,,
Puxmetacan-45_breast-1,61051556709-274-0,Puxmetacan,45_breast,►,►,,,,,false,,,
Puxmetacan-46_liver-1,61051556709-284-0,Puxmetacan,46_liver,►,►,,,,,false,,,
Puxmetacan-47_dog-1,61051556709-312-0,Puxmetacan,47_dog,►,►,,,,,false,,,
Puxmetacan-48_bird-1,61051556709-321-0,Puxmetacan,48_bird,►,►,,,,,false,,,
Puxmetacan-49_fish-1,61051556709-324-0,Puxmetacan,49_fish,►,►,,,,,false,,,
Puxmetacan-50_snake-1,61051556709-341-0,Puxmetacan,50_snake,►,►,,,,,false,,,
Puxmetacan-51_worm-1,61051556709-342-0,Puxmetacan,51_worm,►,►,,,,,false,,,
Puxmetacan-52_louse-1,61051556709-343-0,Puxmetacan,52_louse,►,►,,,,,false,,,
Puxmetacan-53_rat-1,61051556709-345-0,Puxmetacan,53_rat,►,►,,,,,false,,,
Puxmetacan-54_spider-1,61051556709-349-0,Puxmetacan,54_spider,►,►,,,,,false,,,
Puxmetacan-55_mosquito-1,61051556709-352-0,Puxmetacan,55_mosquito,►,►,,,,,false,,,
Puxmetacan-56_egg-1,61051556709-381-0,Puxmetacan,56_egg,►,►,,,,,false,,,
Puxmetacan-57_tail-1,61051556709-383-0,Puxmetacan,57_tail,►,►,,,,,false,,,
Puxmetacan-58_wing-1,61051556709-384-0,Puxmetacan,58_wing,►,►,,,,,false,,,
Puxmetacan-60_person-1,61051556709-401-0,Puxmetacan,60_person,►,►,,,,,false,,,
Puxmetacan-61_man-1,61051556709-402-0,Puxmetacan,61_man,►,►,,,,,false,,,
Puxmetacan-62_woman-1,61051556709-403-0,Puxmetacan,62_woman,►,►,,,,,false,,,
Puxmetacan-63_child-1,61051556709-405-0,Puxmetacan,63_child,►,►,,,,,false,,,
Puxmetacan-64_name-1,61051556709-410-0,Puxmetacan,64_name,►,►,,,,,false,,,
Puxmetacan-65_mother-1,61051556709-431-0,Puxmetacan,65_mother,►,►,,,,,false,,,
Puxmetacan-66_father-1,61051556709-432-0,Puxmetacan,66_father,►,►,,,,,false,,,
Puxmetacan-67_husband-1,61051556709-435-0,Puxmetacan,67_husband,►,►,,,,,false,,,
Puxmetacan-68_wife-1,61051556709-436-0,Puxmetacan,68_wife,►,►,,,,,false,,,
Puxmetacan-69_day-1,61051556709-501-0,Puxmetacan,69_day,►,►,,,,,false,,,
Puxmetacan-70_night-1,61051556709-502-0,Puxmetacan,70_night,►,►,,,,,false,,,
Puxmetacan-71_moon-1,61051556709-512-0,Puxmetacan,71_moon,►,►,,,,,false,,,
Puxmetacan-72_star-1,61051556709-513-0,Puxmetacan,72_star,►,►,,,,,false,,,
Puxmetacan-73_sky-1,61051556709-515-0,Puxmetacan,73_sky,►,►,,,,,false,,,
Puxmetacan-74_water-1,61051556709-521-0,Puxmetacan,74_water,►,►,,,,,false,,,
Puxmetacan-77_fire-1,61051556709-541-0,Puxmetacan,77_fire,►,►,,,,,false,,,
Puxmetacan-78_smoke-1,61051556709-542-0,Puxmetacan,78_smoke,►,►,,,,,false,,,
Puxmetacan-79_ash-1,61051556709-543-0,Puxmetacan,79_ash,►,►,,,,,false,,,
Puxmetacan-80_stone-1,61051556709-551-0,Puxmetacan,80_stone,►,►,,,,,false,,,
Puxmetacan-81_earthsoil-1,61051556709-552-0,Puxmetacan,81_earthsoil,►,►,,,,,false,,,
Puxmetacan-82_dust-1,61051556709-553-0,Puxmetacan,82_dust,►,►,,,,,false,,,
Puxmetacan-83_sand-1,61051556709-554-0,Puxmetacan,83_sand,►,►,,,,,false,,,
Puxmetacan-84_rain-1,61051556709-581-0,Puxmetacan,84_rain,►,►,,,,,false,,,
Puxmetacan-85_cloud-1,61051556709-584-0,Puxmetacan,85_cloud,►,►,,,,,false,,,
Puxmetacan-86_wind-1,61051556709-585-0,Puxmetacan,86_wind,►,►,,,,,false,,,
Puxmetacan-88_thunder-1,61051556709-592-0,Puxmetacan,88_thunder,►,►,,,,,false,,,
Puxmetacan-89_lightning-1,61051556709-593-0,Puxmetacan,89_lightning,►,►,,,,,false,,,
Puxmetacan-90_meatflesh-1,61051556709-603-0,Puxmetacan,90_meatflesh,►,►,,,,,false,,,
Puxmetacan-91_salt-1,61051556709-604-0,Puxmetacan,91_salt,►,►,,,,,false,,,
Puxmetacan-92_fatgrease-1,61051556709-606-0,Puxmetacan,92_fatgrease,►,►,,,,,false,,,
Puxmetacan-93_fruit-1,61051556709-609-0,Puxmetacan,93_fruit,►,►,,,,,false,,,
Puxmetacan-94_woodsforest-1,61051556709-622-0,Puxmetacan,94_woodsforest,►,►,,,,,false,,,
Puxmetacan-95_root-1,61051556709-624-0,Puxmetacan,95_root,►,►,,,,,false,,,
Puxmetacan-96_branch-1,61051556709-625-0,Puxmetacan,96_branch,►,►,,,,,false,,,
Puxmetacan-97_leaf-1,61051556709-626-0,Puxmetacan,97_leaf,►,►,,,,,false,,,
Puxmetacan-98_wood-1,61051556709-628-0,Puxmetacan,98_wood,►,►,,,,,false,,,
Puxmetacan-99_grass-1,61051556709-631-0,Puxmetacan,99_grass,►,►,,,,,false,,,
Puxmetacan-100_flower-1,61051556709-632-0,Puxmetacan,100_flower,►,►,,,,,false,,,
Puxmetacan-101_thatchroof-1,61051556709-633-0,Puxmetacan,101_thatchroof,►,►,,,,,false,,,
Puxmetacan-102_house-1,61051556709-651-0,Puxmetacan,102_house,►,►,,,,,false,,,
Puxmetacan-103_rope-1,61051556709-662-0,Puxmetacan,103_rope,►,►,,,,,false,,,
Puxmetacan-104_needle-1,61051556709-663-0,Puxmetacan,104_needle,►,►,,,,,false,,,
Puxmetacan-105_roadpath-1,61051556709-681-0,Puxmetacan,105_roadpath,►,►,,,,,false,,,
Puxmetacan-106_black-1,61051556709-701-0,Puxmetacan,106_black,►,►,,,,,false,,,
Puxmetacan-107_white-1,61051556709-702-0,Puxmetacan,107_white,►,►,,,,,false,,,
Puxmetacan-108_red-1,61051556709-703-0,Puxmetacan,108_red,►,►,,,,,false,,,
Puxmetacan-109_green-1,61051556709-704-0,Puxmetacan,109_green,►,►,,,,,false,,,
Puxmetacan-110_yellow-1,61051556709-705-0,Puxmetacan,110_yellow,►,►,,,,,false,,,
Puxmetacan-111_big-1,61051556709-711-0,Puxmetacan,111_big,►,►,,,,,false,,,
Puxmetacan-112_small-1,61051556709-717-0,Puxmetacan,112_small,►,►,,,,,false,,,
Puxmetacan-113_long-1,61051556709-721-0,Puxmetacan,113_long,►,►,,,,,false,,,
Puxmetacan-114_short-1,61051556709-722-0,Puxmetacan,114_short,►,►,,,,,false,,,
Puxmetacan-115_thick-1,61051556709-735-0,Puxmetacan,115_thick,►,►,,,,,false,,,
Puxmetacan-116_thin-1,61051556709-736-0,Puxmetacan,116_thin,►,►,,,,,false,,,
Puxmetacan-117_narrow-1,61051556709-737-0,Puxmetacan,117_narrow,►,►,,,,,false,,,
Puxmetacan-118_wide-1,61051556709-738-0,Puxmetacan,118_wide,►,►,,,,,false,,,
Puxmetacan-119_sharp-1,61051556709-741-0,Puxmetacan,119_sharp,►,►,,,,,false,,,
Puxmetacan-120_bluntdull-1,61051556709-742-0,Puxmetacan,120_bluntdull,►,►,,,,,false,,,
Puxmetacan-121_shyashamed-1,61051556709-749-0,Puxmetacan,121_shyashamed,►,►,,,,,false,,,
Puxmetacan-122_old-1,61051556709-752-0,Puxmetacan,122_old,►,►,,,,,false,,,
Puxmetacan-123_painfulsick-1,61051556709-763-0,Puxmetacan,123_painfulsick,►,►,,,,,false,,,
Puxmetacan-124_good-1,61051556709-771-0,Puxmetacan,124_good,►,►,,,,,false,,,
Puxmetacan-125_bad-1,61051556709-772-0,Puxmetacan,125_bad,►,►,,,,,false,,,
Puxmetacan-126_correcttrue-1,61051556709-773-0,Puxmetacan,126_correcttrue,►,►,,,,,false,,,
Puxmetacan-127_dirty-1,61051556709-777-0,Puxmetacan,127_dirty,►,►,,,,,false,,,
Puxmetacan-128_rotten-1,61051556709-780-0,Puxmetacan,128_rotten,►,►,,,,,false,,,
Puxmetacan-129_all-1,61051556709-782-0,Puxmetacan,129_all,►,►,,,,,false,,,
Puxmetacan-130_heavy-1,61051556709-786-0,Puxmetacan,130_heavy,►,►,,,,,false,,,
Puxmetacan-131_far-1,61051556709-788-0,Puxmetacan,131_far,►,►,,,,,false,,,
Puxmetacan-132_near-1,61051556709-789-0,Puxmetacan,132_near,►,►,,,,,false,,,
Puxmetacan-133_warm-1,61051556709-791-0,Puxmetacan,133_warm,►,►,,,,,false,,,
Puxmetacan-134_cold-1,61051556709-792-0,Puxmetacan,134_cold,►,►,,,,,false,,,
Puxmetacan-135_dry-1,61051556709-793-0,Puxmetacan,135_dry,►,►,,,,,false,,,
Puxmetacan-136_wet-1,61051556709-794-0,Puxmetacan,136_wet,►,►,,,,,false,,,
Puxmetacan-137_new-1,61051556709-798-0,Puxmetacan,137_new,►,►,,,,,false,,,
Puxmetacan-138_other-1,61051556709-799-0,Puxmetacan,138_other,►,►,,,,,false,,,
Puxmetacan-139_come-1,61051556709-802-0,Puxmetacan,139_come,►,►,,,,,false,,,
Puxmetacan-140_walk-1,61051556709-803-0,Puxmetacan,140_walk,►,►,,,,,false,,,
Puxmetacan-141_grow-1,61051556709-809-0,Puxmetacan,141_grow,►,►,,,,,false,,,
Puxmetacan-142_stand-1,61051556709-811-0,Puxmetacan,142_stand,►,►,,,,,false,,,
Puxmetacan-143_sit-1,61051556709-812-0,Puxmetacan,143_sit,►,►,,,,,false,,,
Puxmetacan-145_liedown-1,61051556709-814-0,Puxmetacan,145_liedown,►,►,,,,,false,,,
Puxmetacan-146_turn-1,61051556709-815-0,Puxmetacan,146_turn,►,►,,,,,false,,,
Puxmetacan-147_climb-1,61051556709-818-0,Puxmetacan,147_climb,►,►,,,,,false,,,
Puxmetacan-148_swim-1,61051556709-821-0,Puxmetacan,148_swim,►,►,,,,,false,,,
Puxmetacan-149_flyverb-1,61051556709-822-0,Puxmetacan,149_flyverb,►,►,,,,,false,,,
Puxmetacan-151_hide-1,61051556709-827-0,Puxmetacan,151_hide,►,►,,,,,false,,,
Puxmetacan-152_chew-1,61051556709-829-0,Puxmetacan,152_chew,►,►,,,,,false,,,
Puxmetacan-153_eat-1,61051556709-831-0,Puxmetacan,153_eat,►,►,,,,,false,,,
Puxmetacan-154_drink-1,61051556709-832-0,Puxmetacan,154_drink,►,►,,,,,false,,,
Puxmetacan-155_bite-1,61051556709-833-0,Puxmetacan,155_bite,►,►,,,,,false,,,
Puxmetacan-156_suck-1,61051556709-834-0,Puxmetacan,156_suck,►,►,,,,,false,,,
Puxmetacan-157_yawn-1,61051556709-836-0,Puxmetacan,157_yawn,►,►,,,,,false,,,
Puxmetacan-158_spit-1,61051556709-837-0,Puxmetacan,158_spit,►,►,,,,,false,,,
Puxmetacan-159_dream-1,61051556709-840-0,Puxmetacan,159_dream,►,►,,,,,false,,,
Puxmetacan-160_sleep-1,61051556709-841-0,Puxmetacan,160_sleep,►,►,,,,,false,,,
Puxmetacan-161_live-1,61051556709-842-0,Puxmetacan,161_live,►,►,,,,,false,,,
Puxmetacan-162_die-1,61051556709-843-0,Puxmetacan,162_die,►,►,,,,,false,,,
Puxmetacan-163_kill-1,61051556709-844-0,Puxmetacan,163_kill,►,►,,,,,false,,,
Puxmetacan-164_see-1,61051556709-851-0,Puxmetacan,164_see,►,►,,,,,false,,,
Puxmetacan-165_hear-1,61051556709-852-0,Puxmetacan,165_hear,►,►,,,,,false,,,
Puxmetacan-166_sniffsmell-1,61051556709-854-0,Puxmetacan,166_sniffsmell,►,►,,,,,false,,,
Puxmetacan-167_know-1,61051556709-855-0,Puxmetacan,167_know,►,►,,,,,false,,,
Puxmetacan-168_think-1,61051556709-856-0,Puxmetacan,168_think,►,►,,,,,false,,,
Puxmetacan-169_laugh-1,61051556709-858-0,Puxmetacan,169_laugh,►,►,,,,,false,,,
Puxmetacan-170_cry-1,61051556709-859-0,Puxmetacan,170_cry,►,►,,,,,false,,,
Puxmetacan-171_blow-1,61051556709-867-0,Puxmetacan,171_blow,►,►,,,,,false,,,
Puxmetacan-172_burn-1,61051556709-868-0,Puxmetacan,172_burn,►,►,,,,,false,,,
Puxmetacan-173_flow-1,61051556709-869-0,Puxmetacan,173_flow,►,►,,,,,false,,,
Puxmetacan-174_sew-1,61051556709-874-0,Puxmetacan,174_sew,►,►,,,,,false,,,
Puxmetacan-176_hit-1,61051556709-881-0,Puxmetacan,176_hit,►,►,,,,,false,,,
Puxmetacan-177_cut-1,61051556709-887-0,Puxmetacan,177_cut,►,►,,,,,false,,,
Puxmetacan-178_split-1,61051556709-888-0,Puxmetacan,178_split,►,►,,,,,false,,,
Puxmetacan-179_dig-1,61051556709-889-0,Puxmetacan,179_dig,►,►,,,,,false,,,
Puxmetacan-180_hunt-1,61051556709-892-0,Puxmetacan,180_hunt,►,►,,,,,false,,,
Puxmetacan-181_hold-1,61051556709-893-0,Puxmetacan,181_hold,►,►,,,,,false,,,
Puxmetacan-182_fear-1,61051556709-895-0,Puxmetacan,182_fear,►,►,,,,,false,,,
Puxmetacan-183_count-1,61051556709-896-0,Puxmetacan,183_count,►,►,,,,,false,,,
Puxmetacan-184_breathe-1,61051556709-897-0,Puxmetacan,184_breathe,►,►,,,,,false,,,
Puxmetacan-185_vomit-1,61051556709-900-0,Puxmetacan,185_vomit,►,►,,,,,false,,,
Puxmetacan-186_tieup-1,61051556709-901-0,Puxmetacan,186_tieup,►,►,,,,,false,,,
Puxmetacan-187_squeeze-1,61051556709-902-0,Puxmetacan,187_squeeze,►,►,,,,,false,,,
Puxmetacan-188_swell-1,61051556709-903-0,Puxmetacan,188_swell,►,►,,,,,false,,,
Puxmetacan-189_say-1,61051556709-904-0,Puxmetacan,189_say,►,►,,,,,false,,,
Puxmetacan-190_scratch-1,61051556709-905-0,Puxmetacan,190_scratch,►,►,,,,,false,,,
Puxmetacan-191_stab-1,61051556709-906-0,Puxmetacan,191_stab,►,►,,,,,false,,,
Puxmetacan-193_steal-1,61051556709-913-0,Puxmetacan,193_steal,►,►,,,,,false,,,
Puxmetacan-194_choose-1,61051556709-915-0,Puxmetacan,194_choose,►,►,,,,,false,,,
Puxmetacan-195_plant-1,61051556709-918-0,Puxmetacan,195_plant,►,►,,,,,false,,,
Puxmetacan-196_cook-1,61051556709-922-0,Puxmetacan,196_cook,►,►,,,,,false,,,
Puxmetacan-197_shoot-1,61051556709-940-0,Puxmetacan,197_shoot,►,►,,,,,false,,,
Puxmetacan-198_work-1,61051556709-950-0,Puxmetacan,198_work,►,►,,,,,false,,,
Cotzocon-1_one-1,61051557509-1-0,Cotzocon,1_one,►,►,,,,,false,,,
Cotzocon-2_two-1,61051557509-2-0,Cotzocon,2_two,►,►,,,,,false,,,
Cotzocon-3_three-1,61051557509-3-0,Cotzocon,3_three,►,►,,,,,false,,,
Cotzocon-4_four-1,61051557509-4-0,Cotzocon,4_four,►,►,,,,,false,,,
Cotzocon-5_year-1,61051557509-51-0,Cotzocon,5_year,►,►,,,,,false,,,
Cotzocon-6_right-1,61051557509-81-0,Cotzocon,6_right,►,►,,,,,false,,,
Cotzocon-7_left-1,61051557509-82-0,Cotzocon,7_left,►,►,,,,,false,,,
Cotzocon-8_i-1,61051557509-101-0,Cotzocon,8_i,►,►,,,,,false,,,
Cotzocon-10_weallincl-1,61051557509-102-3,Cotzocon,10_weallincl,►,►,,,,,false,,,
Cotzocon-11_yousg-1,61051557509-104-0,Cotzocon,11_yousg,►,►,,,,,false,,,
Cotzocon-12_heshe-1,61051557509-106-0,Cotzocon,12_heshe,►,►,,,,,false,,,
Cotzocon-13_theyall-1,61051557509-107-0,Cotzocon,13_theyall,►,►,,,,,false,,,
Cotzocon-14_nonot-1,61051557509-112-0,Cotzocon,14_nonot,►,►,,,,,false,,,
Cotzocon-15_what-1,61051557509-121-0,Cotzocon,15_what,►,►,,,,,false,,,
Cotzocon-16_who-1,61051557509-122-0,Cotzocon,16_who,►,►,,,,,false,,,
Cotzocon-17_where-1,61051557509-123-0,Cotzocon,17_where,►,►,,,,,false,,,
Cotzocon-18_when-1,61051557509-124-0,Cotzocon,18_when,►,►,,,,,false,,,
Cotzocon-19_how-1,61051557509-125-0,Cotzocon,19_how,►,►,,,,,false,,,
Cotzocon-20_this-1,61051557509-131-0,Cotzocon,20_this,►,►,,,,,false,,,
Cotzocon-21_that-1,61051557509-132-0,Cotzocon,21_that,►,►,,,,,false,,,
Cotzocon-24_below-1,61051557509-139-0,Cotzocon,24_below,►,►,,,,,false,,,
Cotzocon-25_ininside-1,61051557509-141-0,Cotzocon,25_ininside,►,►,,,,,false,,,
Cotzocon-26_at-1,61051557509-148-0,Cotzocon,26_at,►,►,,,,,false,,,
Cotzocon-27_head-1,61051557509-201-0,Cotzocon,27_head,►,►,,,,,false,,,
Cotzocon-28_hair-1,61051557509-205-0,Cotzocon,28_hair,►,►,,,,,false,,,
Cotzocon-29_eye-1,61051557509-211-0,Cotzocon,29_eye,►,►,,,,,false,,,
Cotzocon-30_nose-1,61051557509-212-0,Cotzocon,30_nose,►,►,,,,,false,,,
Cotzocon-31_ear-1,61051557509-213-0,Cotzocon,31_ear,►,►,,,,,false,,,
Cotzocon-32_mouth-1,61051557509-221-0,Cotzocon,32_mouth,►,►,,,,,false,,,
Cotzocon-33_tongue-1,61051557509-223-0,Cotzocon,33_tongue,►,►,,,,,false,,,
Cotzocon-34_tooth-1,61051557509-224-0,Cotzocon,34_tooth,►,►,,,,,false,,,
Cotzocon-35_hand-1,61051557509-231-0,Cotzocon,35_hand,►,►,,,,,false,,,
Cotzocon-36_shoulder-1,61051557509-233-0,Cotzocon,36_shoulder,►,►,,,,,false,,,
Cotzocon-37_neck-1,61051557509-241-0,Cotzocon,37_neck,►,►,,,,,false,,,
Cotzocon-38_back-1,61051557509-242-0,Cotzocon,38_back,►,►,,,,,false,,,
Cotzocon-39_leg-1,61051557509-252-0,Cotzocon,39_leg,►,►,,,,,false,,,
Cotzocon-40_blood-1,61051557509-261-0,Cotzocon,40_blood,►,►,,,,,false,,,
Cotzocon-41_bone-1,61051557509-262-0,Cotzocon,41_bone,►,►,,,,,false,,,
Cotzocon-42_skin-1,61051557509-263-0,Cotzocon,42_skin,►,►,,,,,false,,,
Cotzocon-43_belly-1,61051557509-271-0,Cotzocon,43_belly,►,►,,,,,false,,,
Cotzocon-45_breast-1,61051557509-274-0,Cotzocon,45_breast,►,►,,,,,false,,,
Cotzocon-46_liver-1,61051557509-284-0,Cotzocon,46_liver,►,►,,,,,false,,,
Cotzocon-47_dog-1,61051557509-312-0,Cotzocon,47_dog,►,►,,,,,false,,,
Cotzocon-48_bird-1,61051557509-321-0,Cotzocon,48_bird,►,►,,,,,false,,,
Cotzocon-49_fish-1,61051557509-324-0,Cotzocon,49_fish,►,►,,,,,false,,,
Cotzocon-50_snake-1,61051557509-341-0,Cotzocon,50_snake,►,►,,,,,false,,,
Cotzocon-51_worm-1,61051557509-342-0,Cotzocon,51_worm,►,►,,,,,false,,,
Cotzocon-52_louse-1,61051557509-343-0,Cotzocon,52_louse,►,►,,,,,false,,,
Cotzocon-53_rat-1,61051557509-345-0,Cotzocon,53_rat,►,►,,,,,false,,,
Cotzocon-54_spider-1,61051557509-349-0,Cotzocon,54_spider,►,►,,,,,false,,,
Cotzocon-55_mosquito-1,61051557509-352-0,Cotzocon,55_mosquito,►,►,,,,,false,,,
Cotzocon-56_egg-1,61051557509-381-0,Cotzocon,56_egg,►,►,,,,,false,,,
Cotzocon-57_tail-1,61051557509-383-0,Cotzocon,57_tail,►,►,,,,,false,,,
Cotzocon-58_wing-1,61051557509-384-0,Cotzocon,58_wing,►,►,,,,,false,,,
